Date,AAPL,MSFT,NVDA,AVGO,CRM,JPM,BAC,GS,MS,BLK,WFC,JNJ,UNH,LLY,ABBV,MRK,PFE,AMZN,TSLA,HD,MCD,NKE,LOW,CAT,HON,UNP,RTX,GE,DE,GOOGL,META,DIS,NFLX,T,PG,KO,PEP,WMT,COST,CL,XOM,CVX,COP,SLB,EOG,NEE,DUK,SO,AEP,EXC,PLD,AMT,EQIX,SPG,PSA,LIN,APD,NEM,FCX,SHW
2013-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-03-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-08-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-11-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-01,-0.7846020879916669,-0.5001461176266,-0.5733984547442919,-1.7621467595788451,-0.23061972824796695,-0.17056983750666266,-0.2764546472960341,-0.15926962432211056,-0.4372757435007171,-0.46239063804609426,-0.5519743062450415,-0.40235349608574755,-0.9168170299095271,-0.4100354781624733,-0.6748969531510094,-0.4571396225577917,-0.20811724118199448,-0.24863826780784248,-2.576633172250866,-0.584678809164469,-0.026213110196706912,-0.6831999948211998,-0.7672865675016007,0.18175430006483306,-0.47271249785222413,-0.8212575301960228,-0.33753581617545736,-0.12031895501668788,0.06543037787547445,-0.3785795538017147,-1.103607831869367,-0.6887379936195694,-1.2234804537036195,-0.069521721889233,-0.1722161100651709,-0.14470569509631814,-0.3435845201502443,-0.2478933465681532,-0.4034230374686367,-0.2914612355888837,-0.003973845411224142,0.07554391543540595,-0.13775364215634478,-0.04120660130116005,-0.3679517848314042,-0.5612845977239755,-0.3435979947349579,-0.2336897688193207,-0.4531409726595452,-0.17039483611736927,-0.16825646087383017,-0.277377829965314,-0.008643534776697992,-0.36147526686976295,-0.3478631929473157,-0.12694212525253912,-0.6866376392667672,0.47774315742601126,0.5374546025370428,-0.6737171097124344
2016-03-01,-1.0121503539863523,-0.602767876770085,-0.7361348796254314,-2.5129949123009374,-0.5101759174574823,-0.26016538979280757,-0.341595134311685,-0.254590605415014,-0.5436270620339838,-0.5666159749440187,-0.6124734217642502,-0.39444443915271776,-1.114025109397466,-0.3495687373884002,-0.6615344473660245,-0.4317797189885648,-0.3056657901444324,-0.34202396467368956,-2.8580553152941848,-0.6946226572885243,-0.08858694502521858,-0.7565181616396135,-0.924932240378949,0.08805181331399126,-0.5059609599630306,-0.7926085315575795,-0.37222386191930545,-0.1665038682576372,-0.06510261404664819,-0.3618056682402089,-1.5085604317037444,-0.8915160473446544,-1.1108749584566349,-0.08853886478726714,-0.16699337538204828,-0.1573435617904977,-0.36254479827623975,-0.218011247032196,-0.4568814421252876,-0.2716138588808281,-0.02153496480864514,0.055132763939981344,-0.1781841179488064,-0.0660737240290552,-0.3713598833199101,-0.48011114925893716,-0.19532333569780125,-0.07680103037251484,-0.2849394498105351,-0.11552240362836907,-0.1311586117455339,-0.2817342736730686,-0.061418486386723314,-0.31424632237408323,-0.3473683758244872,-0.16530771903279917,-0.8273255446926671,0.416346165598377,0.3563367353612511,-0.7635222859952318
2016-04-01,-0.9391437890196612,-0.4398532085993865,-0.620000967273671,-2.3337027796156677,-0.37710724137551366,-0.2846107324171092,-0.20641950965635414,-0.26437468628875394,-0.5762102170665031,-0.4432967422852445,-0.5304118436059828,-0.27971506588077544,-1.0590155473827356,-0.3424468978390838,-0.46148689909525564,-0.3596286661171588,-0.2676945573430358,-0.30237009291732897,-2.2938405266857576,-0.6472078224284754,-0.03345638953412733,-0.6776143071305538,-0.9444699028923016,0.06378569698351533,-0.42450149429654394,-0.5463684494876051,-0.2778999155295867,-0.1186871853135214,-0.05274223715533144,-0.3543771620936065,-1.7859213586535199,-0.8334195277201508,-0.8232128788337263,-0.0050557841293163985,-0.10967889762718563,-0.03635881216577386,-0.2525317424367297,-0.13048073263578286,-0.47946357319779387,-0.20735906058859022,0.0247767792250545,0.08120385202934344,-0.08476026781203072,-0.10158385080333154,-0.37556091427539684,-0.37942065890319565,-0.11458476807080342,-0.010549783203067431,-0.20661069125652642,0.00736025745884461,-0.12382865576888502,-0.22633471909262637,-0.07771396538709441,-0.3526929934657579,-0.33704211881768287,-0.11314316762640164,-0.7537714512595475,0.5466107616562611,0.4610432123927106,-0.6836170851237113
2016-05-01,-0.9498035969364544,-0.4818553895731983,-0.6021497636544626,-2.452168010878187,-0.6326947078488003,-0.298489770095691,-0.2386395897286797,-0.32976731330868936,-0.6335928249561693,-0.38368663833210315,-0.5100936470831006,-0.20816017393102282,-0.8492681188572346,-0.3622037800762883,-0.43268416536600607,-0.32483351624209966,-0.22706653015873157,-0.5406947981536345,-1.8708705316619318,-0.4749370629208578,0.00029822575201410295,-0.5373555152444534,-0.7710680330307247,-0.04100267839160221,-0.41176338218530706,-0.46054485562998004,-0.26912458954352303,-0.26279478290068425,-0.04752709903061869,-0.29134398453613497,-1.464084605433941,-0.7248656781365539,-1.0759142818653542,-0.04285957644844851,-0.08034573928973532,0.007323953627028867,-0.20423962460695444,-0.03224348108817909,-0.36503175639457597,-0.15749184832350305,-0.014733910237380021,0.05452375062242287,-0.17233890993165923,-0.24766914483053148,-0.5673104743068698,-0.2683176106137706,-0.08757668463453228,0.016088145920744146,-0.15517004946594404,0.07337283902936842,0.011404607380596565,-0.1317562045351175,-0.19964848724560946,-0.12104906078701805,-0.17893476076417714,-0.09756804505179195,-0.6592414005885658,0.2783577110727492,0.2907078903217486,-0.5216921640105683
2016-06-01,-0.9970306204261998,-0.3548647011814092,-0.5216394982899115,-2.661100313487828,-0.5847781951226265,-0.21879835669026027,-0.1613377163108598,-0.2629653554980087,-0.44875360109220064,-0.328803047604753,-0.4392453267934564,-0.23486136695336746,-0.9060278279741905,-0.5528584325538837,-0.5926463210661861,-0.3628177008283979,-0.34426690785338865,-0.4805149874929462,-0.9885295731469685,-0.4346445037296849,-0.05226854585538798,-0.6312897088170797,-0.6472698746376271,-0.010858868958863788,-0.36830599029627975,-0.32707746147247807,-0.2579342287186257,-0.21666312375954178,-0.11105899797387342,-0.21626594373444852,-1.852013011973641,-0.7441974869408048,-1.211937521444293,-0.11821397529591016,-0.06600981598948508,-0.06285887339695817,-0.24667823657622856,-0.019496363980618048,-0.3495115159168758,-0.18629858575871405,0.02683887448952671,0.13101204077853323,-0.08097139416795152,-0.21912262038321306,-0.31323946376148126,-0.3998087989532708,-0.2014401483804129,-0.07101679065813937,-0.2926286075047819,-0.12331065814598818,-0.01417555858571018,-0.20310875276660312,-0.32831947750289325,-0.20165474389495586,-0.3241476015011191,-0.10561780237192098,-0.5684036116918485,0.29781572930893596,0.42564593268392437,-0.5317369011545663
2016-07-01,-1.1909703337434685,-0.2872818581929568,-0.4186283876458081,-2.2969305507607265,-0.6896583432021084,-0.2984804271849455,-0.27427501317383496,-0.3733665745428951,-0.5622420391204386,-0.3690839556415968,-0.4200181992418901,-0.17822881096001297,-0.851794976993647,-0.7762282456177361,-0.6602842326370655,-0.2780336805287824,-0.26121135822876185,-0.4520954253536873,-0.9405810484228674,-0.45305540159167057,-0.018633417181840528,-0.6749743831855199,-0.6221420641466395,-0.0460717871361378,-0.32378379861288287,-0.2565128665449212,-0.2145242541235315,-0.191686279058642,-0.23643262159394252,-0.1919787305629339,-2.0147440580526528,-0.8007835406146855,-1.4988205226623377,-0.13626233690664225,-0.06079424390062771,-0.013954216807940067,-0.19112814999474814,0.022263627237325334,-0.2620030074558637,-0.17273555338784097,0.04724320946101068,0.15518760219258,-0.05759356636802382,-0.17831742188724964,-0.2710984476952798,-0.24635319399544553,-0.10885566810870695,-0.02345100890604601,-0.24291549060159778,-0.05711574133584585,-0.015479759125502035,-0.2893464650547166,-0.3941880582030659,-0.21044561763783287,-0.24736503992069525,-0.06769936207692573,-0.5044742405717513,0.31293847652446827,0.38426986270701124,-0.5617518526963543
2016-08-01,-0.8705147719878523,-0.4800311775453965,-0.36884277204091664,-2.1482168163013236,-0.5635266614267778,-0.24564251174654061,-0.18911597457943086,-0.24748793771517974,-0.41207190388090487,-0.21744173825346458,-0.38756767506026457,-0.11589185701627813,-0.6655280074988892,-0.6675621408749006,-0.5779426564504029,-0.2745038322771667,-0.2976335902820588,-0.6264359219126079,-0.5732572084802259,-0.4986321074221569,-0.07877697126732919,-0.8047248449816626,-0.545842008782143,0.038082879319069396,-0.30465295325736075,-0.2509587852393389,0.03114897752338719,-0.11623146788597993,-0.17891210699925275,-0.41475170425482655,-1.3653966340635493,-0.8475689870987575,-1.6085969316443816,-0.11513567502298727,0.0022916264247874185,-0.062484442321113054,-0.2037922336151048,0.05086761394850692,-0.27744666527058737,-0.16720549904894,0.12633973817755095,0.27317760190013585,0.20775769511560727,-0.0061470160469545565,-0.010260184737818312,-0.25754974421788157,-0.10797782803153977,-0.07321316385761367,-0.2805143420577998,-0.08970255023051843,-0.09035451714266562,-0.36041235798928173,-0.570967983789662,-0.2885774497772551,-0.3311006404028698,0.022178917542848176,-0.33599348797285766,0.5294315791061472,0.6889683876159163,-0.5993949599838406
2016-09-01,-0.6146935979070087,-0.3128572663708855,-0.5004086307378508,-2.021902492431226,-0.32362914714926627,-0.2872496914647662,-0.11943816556874443,-0.23614241598684016,-0.31790133161395917,-0.1827402214566205,-0.3515665881907004,-0.1336661178666616,-0.6101549371820392,-0.6793472459432564,-0.4918784256067761,-0.1807314103302009,-0.18396099938980104,-0.670494569446908,-0.1942112944581278,-0.5850931765600114,-0.06641566752291217,-0.7523245098752513,-0.5007363669897293,0.058741408644664594,-0.28472937008982724,-0.12543587277590484,0.06954324783044297,-0.1180028654005627,-0.0007636372143522419,-0.4626712675308875,-1.015255606760154,-0.6567480317025007,-1.2835334108944445,-0.11184652620588342,0.05408278211625672,-0.06781929897566474,-0.21710018446508395,0.09192102563212556,-0.2930434563560116,-0.11407279748434185,0.10611120599606338,0.30672603404670684,0.24084207835617222,0.05781221719359575,0.04727411754888111,-0.26866670639837564,-0.1482612567420143,-0.12489245094396995,-0.33414515298900893,-0.047003868323050924,-0.11228264238103569,-0.3428824787738787,-0.568467882729581,-0.36167446758242194,-0.3627355195391717,0.07526864179478698,-0.39374773023408727,0.5575442807208622,0.7372566663423019,-0.4828759311283455
