,PC1,PC2,PC3,PC4,PC5,PC6
2016-02-01,-1.5227913658845535,0.16715821648465934,-1.4390982687537135,0.14292730491826344,-3.1451202615664795,1.9055749148111611
2016-03-01,6.82771022296672,1.8026726681096807,-0.42325795551460865,-1.2014740786875306,0.7478022662958321,1.1123681828214196
2016-04-01,0.5459654838278231,-2.628585554033181,-2.41466132935947,2.178903479411586,-1.7485190590348914,2.4605534938254356
2016-05-01,-0.7031794074622143,0.7360035390486205,2.4697549244408648,0.2696498831023414,0.9438208225196861,-0.27373146432226975
2016-06-01,0.6975887087992,3.4706711001744277,-3.540916369651842,-0.25661613617023715,0.4565288998592168,1.4581825972303408
2016-07-01,2.1349226036773485,-0.12446779608885537,1.7728343520958059,1.1410506193052476,-0.7225306541437407,1.2207376749477856
2016-08-01,-1.7595419254158031,-3.1507602942519397,0.912537564419229,0.34842641213407727,0.02232720163637206,-2.3590624902055235
2016-09-01,-1.6110930546782558,0.06775635972342299,-0.5508747039143801,0.038262830396413906,0.42156085503039364,1.2739917427546619
2016-10-01,-2.9303021824441515,-1.0235712897707088,0.7967309876134039,-3.3036749334606026,0.049735530665381486,-0.038120892580777534
2016-11-01,1.9797442100258826,-7.2029307319982285,-0.11689273701661823,2.2308613346868444,-3.677316577783245,-1.8409683058059578
2016-12-01,2.161833632194026,1.4034297204523756,-0.8922774806797602,-1.5067291964941383,0.741450929285898,0.3547911753034209
2017-01-01,0.6218388471989537,0.33699076324552685,1.9749650770103544,0.04786779509669337,0.12276911217127205,0.4412510676000575
2017-02-01,2.4716866497461414,2.263598413704173,-0.6338319092571394,0.41575792814337675,0.8917489956015372,-1.7765433516592422
2017-03-01,-1.0004930349299501,0.5795139818921828,0.7967123665793984,0.21130189878855582,0.7781615637853064,0.8101103217819118
2017-04-01,0.8164632573002163,1.0146966205089192,1.0903947361685509,0.6316046313625494,-0.9339455646789875,-0.3368853026199868
2017-05-01,0.5139630184112809,2.688032093227296,0.8579087238719014,-0.2809680979190305,0.6037028092741108,0.3076180690533799
2017-06-01,-0.4762609844626945,-1.7565711233491077,-1.0837397565539717,0.8735616112195608,-1.5044476228779589,-0.14813167353259232
2017-07-01,0.72339946466943,0.5555685128787553,0.36020491659032755,-0.8247137339686581,0.12605358513805687,1.0182975995307493
2017-08-01,-1.130252481093272,1.6861770522332122,0.4029294423956033,0.0723313760355579,-0.288076586425148,0.8609555169223061
2017-09-01,1.4346152124865736,-2.653242319063818,-1.070278778359801,1.6678129678743405,-1.1981182392564866,0.19098369523439288
2017-10-01,1.8774321630473947,1.1916689465315609,2.0218997753708434,-1.2269277566755201,-1.2519456272110177,1.118747221427369
2017-11-01,2.6687341764736727,0.8477848731519456,-0.5517921684365052,1.6912660274510625,-0.8233952881395384,-1.312454430901678
2017-12-01,0.7994001747903898,-2.1403553585647015,-0.9264471450044236,1.3931455605300336,-0.7305859265234178,-0.6155279722699792
2018-01-01,2.5762258907396856,-2.3947227261972714,3.2946308322280027,1.9031069458286716,-0.25491593709416266,0.9272777542602093
2018-02-01,-7.0666384282641035,-2.283864173485236,1.9570144847719035,-1.1450511827221783,-1.8049969393566636,1.0916690067668178
2018-03-01,-2.371996446697252,2.1892035790180993,-1.9974999234156654,-1.9301124978091666,0.44004120481633363,-0.04043453386288307
